151 304 	85046
152 112 	-84574
151 305 	-32931
152 113 	32961
151 306 	18862
152 114 	-12235
151 307 	-31942
152 115 	88348
151 308 	61455
152 116 	-104965
151 309 	29893
152 117 	-64308
151 310 	5132
152 118 	-96638
151 311 	57957
152 119 	5789
151 312 	-41899
152 120 	-64082
151 313 	51527
152 121 	18265
151 314 	96821
152 122 	64863
151 315 	75524
152 123 	-83512
151 316 	15604
152 124 	-39075
151 317 	-92562
152 125 	74949
151 318 	-68463
152 126 	-14127
151 319 	114855
152 127 	-77497
151 320 	-63368
152 128 	158620
151 321 	59002
152 129 	-8132
151 322 	35993
152 130 	75824
151 323 	106281
152 131 	-134705
151 324 	-14967
152 132 	51677
151 325 	-77604
152 133 	-18174
151 326 	-70575
152 134 	13210
151 327 	-75941
152 135 	106814
151 328 	61427
152 136 	-80369
151 329 	-15308
152 137 	111503
151 330 	-53330
152 138 	-65912
151 331 	-106746
152 139 	87760
151 332 	108735
152 140 	-95553
151 333 	41783
152 141 	64072
151 334 	-50458
152 142 	72980
151 335 	-43375
152 143 	40267
151 336 	37766
152 144 	-124340
151 337 	-53680
152 145 	-26198
151 338 	108483
152 146 	7800
151 339 	15914
152 147 	-1613
151 340 	92062
152 148 	-144198
151 341 	95934
152 149 	439
151 342 	122143
152 150 	30156
151 343 	-68469
152 151 	9045
151 344 	-145738
152 152 	-18397
151 345 	36999
152 153 	65274
151 346 	-149192
152 154 	6787
151 347 	-37230
152 155 	-13379
151 348 	64860
152 156 	82082
151 349 	-11113
152 157 	26794
151 350 	38341
152 158 	-158359
151 351 	15814
152 159 	32348
151 352 	-80243
152 160 	16600
151 353 	-14406
152 161 	-72651
151 354 	27034
152 162 	24846
151 355 	132097
152 163 	-73002
151 356 	-49427
152 164 	21249
151 357 	-38997
152 165 	-58598
151 358 	106746
152 166 	31769
151 359 	-44856
152 167 	40713
151 360 	-127259
152 168 	59879
151 361 	-11606
152 169 	-301
153 0 	-27099
153 1 	-60482
153 2 	29396
153 3 	-19748
153 4 	103034
153 5 	132776
153 6 	19445
153 7 	-23929
153 8 	22993
153 9 	94269
153 10 	35106
153 11 	-48950
153 12 	-74508
153 13 	86717
153 14 	-4464
153 15 	-151994
153 16 	-25370
153 17 	-28715
153 18 	-92680
153 19 	25646
153 20 	14837
153 21 	111341
153 22 	84146
153 23 	-18330
153 24 	124647
153 25 	86390
153 26 	5466
153 27 	17922
153 28 	39033
153 29 	-21967
153 30 	-22682
153 31 	-16330
153 32 	-91667
153 33 	-3601
153 34 	45757
153 35 	27620
153 36 	47070
153 37 	-64783
153 38 	12328
153 39 	-97798
153 40 	73544
153 41 	200700
153 42 	153908
153 43 	-46096
153 44 	-96411
153 45 	4560
153 46 	-58926
153 47 	-40506
153 48 	-55001
153 49 	-47619
153 50 	-10873
153 51 	-57193
153 52 	49801
153 53 	-44750
153 54 	31376
153 55 	17232
153 56 	-65725
153 57 	-82513
153 58 	-141653
153 59 	-73620
153 60 	20401
153 61 	-68396
153 62 	137071
153 63 	32590
153 64 	25925
153 65 	-21178
153 66 	17474
153 67 	107949
153 68 	94687
153 69 	46607
153 70 	10879
153 71 	-54542
153 72 	-10773
153 73 	50276
153 74 	16159
153 75 	-82103
153 76 	-87856
153 77 	-47786
153 78 	35078
153 79 	-674
153 80 	-9635
153 81 	15901
153 82 	-36817
153 83 	-145436
153 84 	82029
153 85 	29004
153 86 	-77623
153 87 	-132653
153 88 	-95492
153 89 	-39865
153 90 	45169
153 91 	-122589
153 92 	-14803
153 93 	-56734
153 94 	33580
153 95 	140539
153 96 	27778
153 97 	47874
153 98 	-86677
153 99 	-68760
153 100 	135539
153 101 	-24000
153 102 	32457
153 103 	68288
153 104 	-153383
153 105 	72157
153 106 	-8394
153 107 	55299
153 108 	-124218
153 109 	58373
153 110 	58212
153 111 	-28434
153 112 	-9857
153 113 	-106963
153 114 	27330
153 115 	24684
153 116 	-58952
153 117 	9315
153 118 	-112903
153 119 	-85715
153 120 	-148829
153 121 	-2236
153 122 	-12839
153 123 	-43799
153 124 	-78805
153 125 	-7658
153 126 	-40784
153 127 	-51628
153 128 	-25760
153 129 	50789
153 130 	-44703
153 131 	-110362
153 132 	-117980
153 133 	-84253
153 134 	-132957
153 135 	5810
153 136 	66330
153 137 	-7374
153 138 	-90961
153 139 	21297
153 140 	-9310
153 141 	-44593
153 142 	-26987
153 143 	62140
153 144 	77197
153 145 	20709
153 146 	-42325
153 147 	28283
153 148 	107291
153 149 	-33393
153 150 	122424
153 151 	30416
153 152 	220013
153 153 	-67933
153 154 	-131805
153 155 	32472
153 156 	-76463
153 157 	-110785
153 158 	62939
153 159 	8269
153 160 	68916
153 161 	40654
153 162 	28883
153 163 	-17771
153 164 	25264
153 165 	15350
153 166 	75782
153 167 	2478
153 168 	-83948
153 169 	-32681
153 170 	37321
153 171 	37179
153 172 	-5615
153 173 	51845
153 174 	-55747
153 175 	-76266
153 176 	-48297
153 177 	48501
153 178 	104060
153 179 	39866
153 180 	27041
153 181 	44762
153 182 	-32165
153 183 	56676
153 184 	-144390
153 185 	-72525
153 186 	-49465
153 187 	124313
153 188 	105952
153 189 	-101970
153 190 	12127
153 191 	45226
153 192 	-55642
153 193 	51626
153 194 	-95969
151 362 	117981
151 363 	22709
151 364 	-21230
151 365 	100316
151 366 	8843
151 367 	5564
151 368 	65086
151 369 	20848
151 370 	93608
151 371 	50774
151 372 	52231
151 373 	-62490
151 374 	50298
151 375 	25256
151 376 	55783
151 377 	67422
151 378 	29146
151 379 	-138672
151 380 	-111222
151 381 	-49825
151 382 	32260
151 383 	92434
151 384 	-13992
151 385 	-30109
151 386 	48298
151 387 	-26345
151 388 	-44096
151 389 	54420
151 390 	65528
151 391 	70031
151 392 	-3898
151 393 	113009
154 0 	-74216
154 1 	35166
154 2 	-63584
154 3 	-121923
154 4 	-18333
154 5 	-57226
154 6 	11258
154 7 	43007
154 8 	-78813
154 9 	-13844
154 10 	61365
154 11 	170737
154 12 	-45753
154 13 	2980
154 14 	-1083
154 15 	-65163
154 16 	-58738
154 17 	4506
154 18 	66380
154 19 	4587
154 20 	-44166
154 21 	-42379
154 22 	-131962
154 23 	68985
154 24 	-3218
154 25 	15723
154 26 	-104429
154 27 	-40564
154 28 	36038
154 29 	166714
154 30 	78531
154 31 	-159439
154 32 	-1440
154 33 	-52459
154 34 	-23501
154 35 	-21960
154 36 	-11275
154 37 	-1964
154 38 	167096
154 39 	38807
154 40 	104990
154 41 	-25420
154 42 	185213
154 43 	32744
154 44 	-45604
154 45 	72720
154 46 	69106
154 47 	150154
154 48 	-7420
154 49 	-10399
154 50 	31441
154 51 	-42230
154 52 	110429
154 53 	26887
154 54 	66535
154 55 	173653
154 56 	135829
154 57 	-11420
154 58 	42631
154 59 	-82902
154 60 	-35185
154 61 	-13130
154 62 	-28741
154 63 	-37758
154 64 	-48229
154 65 	28538
154 66 	-12451
154 67 	-138361
154 68 	-79868
154 69 	-64638
154 70 	-57484
154 71 	-13030
154 72 	-83665
154 73 	-1264
154 74 	-14574
154 75 	-2198
154 76 	-44798
154 77 	-17328
154 78 	40323
154 79 	136447
154 80 	-207447
154 81 	-56600
154 82 	14254
154 83 	-95551
154 84 	84652
154 85 	49712
154 86 	89809
154 87 	107073
154 88 	4298
154 89 	166815
154 90 	100332
154 91 	-7085
154 92 	142117
154 93 	-4636
154 94 	-33745
154 95 	89234
154 96 	-5525
154 97 	-92240
154 98 	15979
154 99 	78727
154 100 	170895
154 101 	45641
154 102 	51519
154 103 	-38736
154 104 	178692
154 105 	34029
154 106 	139472
154 107 	68710
154 108 	14324
154 109 	170517
154 110 	-70268
154 111 	-42809
154 112 	26686
154 113 	-8451
154 114 	5946
154 115 	20137
154 116 	65809
154 117 	-130852
154 118 	-111838
154 119 	-114105
154 120 	4532
154 121 	23107
154 122 	42909
154 123 	64337
154 124 	-21554
154 125 	-95542
154 126 	-23918
154 127 	-12503
154 128 	17315
154 129 	-24353
154 130 	12340
154 131 	96463
154 132 	-212191
154 133 	-151924
154 134 	20945
154 135 	-102722
154 136 	138320
154 137 	-33594
154 138 	-16363
154 139 	123329
154 140 	-156398
154 141 	44450
154 142 	40375
154 143 	25561
154 144 	17829
154 145 	98665
154 146 	25154
154 147 	-52181
154 148 	29336
154 149 	11865
154 150 	98337
154 151 	6574
154 152 	-82387
154 153 	-46182
154 154 	-103657
154 155 	-25416
154 156 	-53254
154 157 	22013
154 158 	-49589
154 159 	-16274
154 160 	-37611
154 161 	77107
154 162 	51353
154 163 	68665
154 164 	48234
154 165 	-75778
154 166 	-124900
154 167 	-135465
154 168 	12706
154 169 	21778
154 170 	-183699
154 171 	118683
154 172 	25194
154 173 	52074
154 174 	107
154 175 	-2438
154 176 	48677
154 177 	-54515
154 178 	-30325
154 179 	1024
154 180 	-147740
154 181 	-60478
154 182 	-39910
154 183 	-53700
151 394 	-50694
154 184 	-83693
151 395 	9821
154 185 	-77585
151 396 	8549
154 186 	66018
151 397 	92172
154 187 	10206
151 398 	35620
154 188 	67913
151 399 	-28932
154 189 	-109168
154 190 	-42686
151 400 	-61778
154 191 	112128
151 401 	-154465
154 192 	44649
151 402 	-39526
154 193 	27362
151 403 	104868
151 404 	-39202
151 405 	45217
151 406 	-27056
151 407 	-50008
151 408 	-54408
151 409 	-72051
151 410 	-124272
151 411 	-53574
151 412 	-57129
151 413 	-96469
151 414 	-28959
151 415 	-42645
151 416 	76683
151 417 	-15899
151 418 	-18751
151 419 	14782
151 420 	9860
151 421 	-90540
151 422 	-22844
151 423 	-59354
151 424 	182351
151 425 	-23886
151 426 	-46000
151 427 	75498
151 428 	14937
151 429 	-22594
151 430 	-47111
151 431 	147786
151 432 	-29568
151 433 	17850
151 434 	-165713
151 435 	-61549
151 436 	15691
151 437 	-88839
151 438 	17763
151 439 	-37329
151 440 	-199298
151 441 	-14141
151 442 	-13980
151 443 	-106827
151 444 	-35386
151 445 	-55892
151 446 	60035
151 447 	-55962
151 448 	39465
151 449 	-23318
151 450 	-39408
151 451 	4206
151 452 	-154266
151 453 	-150693
151 454 	-197358
151 455 	97386
151 456 	100670
151 457 	16123
151 458 	-3710
151 459 	-165004
151 460 	-52627
151 461 	109216
151 462 	88575
151 463 	41743
151 464 	77347
151 465 	67951
151 466 	-12194
151 467 	111612
151 468 	-100332
151 469 	8872
151 470 	26098
151 471 	106599
151 472 	134686
151 473 	-34118
151 474 	-50370
151 475 	137996
151 476 	66207
151 477 	20013
151 478 	20705
151 479 	26360
151 480 	77477
151 481 	-49595
151 482 	105223
151 483 	92491
151 484 	59237
151 485 	50612
151 486 	-26679
151 487 	-31920
151 488 	21695
151 489 	70331
151 490 	-34408
151 491 	-32899
151 492 	6414
151 493 	19271
151 494 	-134584
151 495 	71219
151 496 	-64410
151 497 	105869
151 498 	-136158
151 499 	-28896
155 0 	110337
155 1 	8721
155 2 	27955
155 3 	38535
155 4 	76937
155 5 	86635
155 6 	-65262
155 7 	-138248
155 8 	-58289
155 9 	-84408
155 10 	-15603
155 11 	43173
155 12 	50647
155 13 	-56315
155 14 	91579
155 15 	17124
155 16 	-30217
155 17 	65880
155 18 	48153
155 19 	4470
155 20 	-76975
155 21 	88007
155 22 	-60874
155 23 	-189229
155 24 	6231
155 25 	-57865
155 26 	-57779
155 27 	-61929
155 28 	-37639
155 29 	14347
155 30 	2733
155 31 	47902
155 32 	50676
155 33 	-162196
155 34 	-48850
155 35 	-8918
155 36 	38536
155 37 	97089
155 38 	-148110
155 39 	50682
155 40 	53288
155 41 	165168
155 42 	-73340
155 43 	122840
155 44 	-24887
155 45 	-50326
155 46 	-55794
155 47 	-49988
155 48 	-44317
155 49 	100192
155 50 	-74482
155 51 	19611
155 52 	-23992
155 53 	30614
155 54 	738
155 55 	-21661
155 56 	-47065
155 57 	150800
155 58 	-37121
155 59 	110403
155 60 	-77245
155 61 	19379
155 62 	-42902
155 63 	-61779
155 64 	135427
155 65 	5377
155 66 	80149
155 67 	-85756
155 68 	9661
155 69 	19199
155 70 	-23912
155 71 	85768
155 72 	-1846
155 73 	16377
155 74 	9223
155 75 	27727
155 76 	-6505
155 77 	-40260
155 78 	50053
155 79 	27856
155 80 	238508
155 81 	-68375
155 82 	-60388
155 83 	51824
155 84 	134423
155 85 	56013
155 86 	-66134
155 87 	-34363
155 88 	15207
155 89 	-29953
155 90 	-15575
155 91 	-53152
155 92 	-159523
155 93 	137108
155 94 	-40714
155 95 	14945
155 96 	138273
155 97 	-140629
155 98 	-165760
155 99 	-80442
155 100 	78879
155 101 	25967
155 102 	-69644
155 103 	50471
155 104 	-61613
155 105 	181510
155 106 	-43746
155 107 	-108885
155 108 	-43647
155 109 	-10806
155 110 	-18079
155 111 	11398
155 112 	51357
155 113 	83973
155 114 	-4994
155 115 	-90979
155 116 	121017
155 117 	70039
155 118 	177476
155 119 	20746
155 120 	99470
155 121 	13227
155 122 	-111070
155 123 	26530
155 124 	-202276
155 125 	88303
155 126 	19685
155 127 	175699
155 128 	50459
155 129 	-56099
155 130 	3276
155 131 	611
155 132 	-120398
155 133 	35608
155 134 	-89808
155 135 	-24525
155 136 	165754
155 137 	76301
155 138 	33358
155 139 	35756
155 140 	87586
155 141 	-45434
155 142 	-39472
155 143 	-177741
155 144 	36182
155 145 	14645
155 146 	-46131
155 147 	26218
155 148 	-12641
155 149 	-88100
155 150 	-78427
155 151 	39784
155 152 	-163516
155 153 	-109058
155 154 	27569
155 155 	58782
155 156 	-46106
155 157 	-46182
155 158 	5818
155 159 	-67071
155 160 	-94922
155 161 	79053
155 162 	-92720
155 163 	-72506
155 164 	-205353
155 165 	-20936
155 166 	26850
155 167 	100161
155 168 	-12345
155 169 	5559
155 170 	94430
155 171 	113721
155 172 	54764
155 173 	7448
155 174 	-61652
155 175 	5684
155 176 	20815
155 177 	-70602
155 178 	-57462
155 179 	-66842
155 180 	-61899
155 181 	-12991
155 182 	-67796
155 183 	-30101
155 184 	15147
155 185 	14671
155 186 	-60001
155 187 	117227
155 188 	21449
155 189 	79641
155 190 	1270
155 191 	-3530
155 192 	27544
155 193 	-20573
155 194 	-26405
155 195 	-86400
155 196 	-63646
155 197 	15051
155 198 	-46497
156 0 	-64508
156 1 	2284
156 2 	-59127
156 3 	23345
156 4 	21678
156 5 	32034
156 6 	1775
156 7 	-58902
156 8 	-72236
156 9 	-51874
156 10 	-39271
156 11 	68170
156 12 	74532
156 13 	-7888
156 14 	50485
156 15 	117949
156 16 	-154721
156 17 	-43688
156 18 	9564
156 19 	10547
156 20 	-3835
156 21 	-56920
156 22 	-12916
156 23 	132002
156 24 	34020
156 25 	7495
156 26 	-28659
156 27 	108001
156 28 	131849
156 29 	8109
156 30 	-21699
157 0 	-1182
156 31 	1852
156 32 	-26156
156 33 	-15974
157 1 	-46245
156 34 	-59686
157 2 	-19338
156 35 	5919
157 3 	-1609
156 36 	-47452
157 4 	-123954
156 37 	5941
157 5 	-24571
156 38 	41833
157 6 	74258
156 39 	-54909
157 7 	9107
156 40 	21460
157 8 	58484
156 41 	-7456
157 9 	-88095
156 42 	-15608
157 10 	131539
156 43 	-22028
157 11 	-53986
156 44 	-34555
157 12 	-31855
156 45 	41605
157 13 	-14266
156 46 	11164
157 14 	-124470
156 47 	21253
157 15 	-98554
156 48 	1235
157 16 	80975
156 49 	-51355
157 17 	22614
156 50 	-58309
157 18 	93603
156 51 	30202
157 19 	61416
156 52 	-135632
157 20 	-65402
156 53 	70671
157 21 	58140
156 54 	-44314
157 22 	50065
156 55 	-11859
157 23 	-147193
156 56 	31145
157 24 	-27398
156 57 	50496
157 25 	-14540
156 58 	6987
157 26 	-16819
156 59 	-62767
157 27 	-104323
156 60 	26460
157 28 	74692
156 61 	20444
157 29 	-22395
156 62 	-33997
157 30 	-38184
156 63 	-111343
157 31 	-62431
156 64 	85542
157 32 	-7940
156 65 	-117487
157 33 	127341
156 66 	-15352
157 34 	-76903
156 67 	99287
157 35 	-177062
156 68 	4695
157 36 	-32421
156 69 	-136792
157 37 	-21148
156 70 	117036
157 38 	5447
156 71 	-65915
157 39 	-33244
156 72 	-68901
157 40 	-139905
156 73 	-30400
157 41 	-7109
156 74 	17859
157 42 	-69874
156 75 	54799
157 43 	55379
156 76 	-25924
157 44 	94625
156 77 	123944
157 45 	-32187
156 78 	-121055
157 46 	-48906
156 79 	17392
157 47 	-88388
156 80 	-22374
156 81 	-89197
157 48 	63021
156 82 	83974
157 49 	55916
156 83 	43828
157 50 	70839
156 84 	41382
157 51 	-5467
156 85 	-86383
157 52 	200007
156 86 	-67028
157 53 	44947
156 87 	-89587
157 54 	-6505
157 55 	-37148
156 88 	-26139
156 89 	53823
157 56 	111190
156 90 	73457
157 57 	-923
156 91 	15728
157 58 	-43585
156 92 	-66360
157 59 	78080
156 93 	14930
157 60 	-76740
156 94 	96268
157 61 	50647
156 95 	107684
157 62 	27220
156 96 	-18766
157 63 	127247
156 97 	32094
157 64 	34261
156 98 	138865
157 65 	90165
156 99 	-1917
157 66 	74940
156 100 	-22715
157 67 	-148802
156 101 	14689
157 68 	77924
156 102 	-49106
157 69 	48010
156 103 	39039
157 70 	635
156 104 	-20499
157 71 	-38456
156 105 	-46846
157 72 	-100693
156 106 	-84288
157 73 	-65624
156 107 	-6204
157 74 	75340
156 108 	35923
157 75 	-107807
156 109 	-8732
157 76 	-53975
156 110 	-23488
157 77 	64244
156 111 	-24421
157 78 	25994
156 112 	9162
157 79 	33999
156 113 	22186
157 80 	58550
156 114 	-20767
157 81 	-136845
156 115 	-35793
157 82 	7303
156 116 	130184
157 83 	40742
156 117 	-61478
157 84 	7704
156 118 	141465
157 85 	44142
156 119 	-60078
157 86 	-12559
156 120 	66406
157 87 	18279
156 121 	-118903
157 88 	5729
156 122 	94538
157 89 	9064
156 123 	-75014
157 90 	-132539
156 124 	-26152
157 91 	37612
156 125 	77363
157 92 	47557
156 126 	-56934
157 93 	-74280
156 127 	92240
157 94 	93381
156 128 	13455
157 95 	24551
156 129 	67530
157 96 	47006
156 130 	-11695
157 97 	-132275
156 131 	-31645
157 98 	48546
156 132 	31600
157 99 	46247
156 133 	-116404
157 100 	-68530
156 134 	-24173
157 101 	52797
156 135 	13772
157 102 	-76751
156 136 	-110522
157 103 	-111903
156 137 	36343
157 104 	-74137
156 138 	-21758
157 105 	13783
156 139 	25985
157 106 	15762
156 140 	-236831
157 107 	71883
156 141 	38646
157 108 	30595
156 142 	947
157 109 	-43036
156 143 	-63134
157 110 	-58473
156 144 	-66265
157 111 	127763
156 145 	10514
157 112 	97617
156 146 	-60535
157 113 	-70521
156 147 	11561
157 114 	-36684
156 148 	5905
157 115 	-53831
156 149 	44494
157 116 	47512
156 150 	15113
157 117 	-146787
156 151 	-103992
157 118 	-9346
156 152 	7861
157 119 	52658
156 153 	-74869
157 120 	-63211
156 154 	78350
157 121 	45793
156 155 	-32318
157 122 	64941
156 156 	73601
157 123 	88206
156 157 	2825
157 124 	-32057
156 158 	-45124
157 125 	9650
156 159 	-90573
157 126 	62738
156 160 	140899
157 127 	-99628
156 161 	67744
157 128 	-10754
156 162 	43554
157 129 	-8844
156 163 	62220
157 130 	-45017
156 164 	26575
157 131 	15353
156 165 	83091
157 132 	22579
156 166 	-85565
157 133 	-23812
156 167 	137920
157 134 	70894
156 168 	-84862
157 135 	-60964
156 169 	-34546
157 136 	160920
156 170 	2240
157 137 	-27960
156 171 	-101412
157 138 	36132
156 172 	-56589
157 139 	-8465
156 173 	34712
157 140 	-8020
156 174 	-68047
157 141 	-11932
156 175 	-48033
157 142 	51640
156 176 	-49179
157 143 	100304
156 177 	-47319
157 144 	32907
156 178 	-105726
157 145 	19178
156 179 	125184
157 146 	112155
156 180 	-60472
157 147 	-1569
156 181 	-19171
157 148 	-124920
156 182 	-104055
157 149 	49663
156 183 	97277
157 150 	-136452
156 184 	-128695
157 151 	35491
156 185 	-111916
157 152 	-37228
156 186 	324
157 153 	-4713
156 187 	-65751
157 154 	89953
156 188 	74687
157 155 	-52175
156 189 	-114773
157 156 	-17833
156 190 	92686
157 157 	24201
156 191 	-17892
157 158 	71404
156 192 	129164
157 159 	36063
156 193 	60818
157 160 	-7182
156 194 	-116563
157 161 	73371
156 195 	-272
157 162 	-71778
156 196 	-27269
157 163 	60710
156 197 	30693
157 164 	-55682
156 198 	125073
157 165 	-75154
156 199 	-35143
157 166 	43346
156 200 	-25916
157 167 	93337
153 195 	-5688
113 130 	-23922
153 196 	9174
153 197 	5940
113 131 	-41376
153 198 	31342
113 132 	-84010
153 199 	192857
113 133 	-89587
153 200 	-21935
113 134 	-177407
153 201 	-113389
113 135 	-41822
153 202 	-13748
113 136 	-73609
153 203 	-41122
113 137 	50587
153 204 	169405
113 138 	183185
153 205 	35062
113 139 	6738
153 206 	35700
113 140 	35574
153 207 	76095
113 141 	-953
153 208 	80612
113 142 	-27970
153 209 	23180
113 143 	59375
153 210 	-94369
113 144 	73739
153 211 	-2876
113 145 	169155
153 212 	-117507
113 146 	-12076
153 213 	155598
113 147 	3633
153 214 	61734
113 148 	147386
153 215 	73501
113 149 	165025
153 216 	-63704
113 150 	-96432
153 217 	-61971
113 151 	52676
153 218 	-70500
113 152 	-240082
153 219 	15127
113 153 	-29345
153 220 	-9076
113 154 	38006
153 221 	-23619
113 155 	10679
153 222 	-87210
113 156 	25197
153 223 	59300
113 157 	72809
153 224 	-26812
113 158 	57946
153 225 	-268343
113 159 	-68799
153 226 	-31501
113 160 	109242
153 227 	-44817
113 161 	-127814
153 228 	-49220
113 162 	26496
153 229 	61831
113 163 	51359
153 230 	96781
113 164 	102550
153 231 	-32536
113 165 	-156
153 232 	-8459
113 166 	86864
153 233 	-28364
113 167 	-8071
153 234 	-22450
113 168 	-31883
153 235 	18471
113 169 	-128384
153 236 	-108641
113 170 	80899
153 237 	-196827
113 171 	56636
153 238 	16692
113 172 	-40901
153 239 	-35488
113 173 	110732
153 240 	-1889
113 174 	19786
153 241 	-15657
113 175 	110610
153 242 	1508
113 176 	73019
153 243 	-58283
113 177 	-19053
153 244 	46855
113 178 	-23398
153 245 	-8541
113 179 	3443
153 246 	31968
113 180 	-65041
153 247 	17847
113 181 	116689
153 248 	-71341
113 182 	-66215
153 249 	44574
113 183 	95441
153 250 	26203
113 184 	62254
153 251 	862
113 185 	28091
153 252 	25613
113 186 	36646
153 253 	67293
113 187 	28482
153 254 	-115519
113 188 	65836
153 255 	30963
113 189 	-73144
153 256 	-105157
113 190 	-2742
153 257 	-58576
113 191 	65157
153 258 	-27971
113 192 	-33962
153 259 	94152
113 193 	-139657
153 260 	112214
113 194 	-91248
153 261 	-26993
113 195 	28806
153 262 	23017
113 196 	107918
153 263 	-112213
113 197 	90987
153 264 	-87382
113 198 	-123237
153 265 	-27996
113 199 	88149
153 266 	44047
113 200 	51976
153 267 	-13001
113 201 	93668
153 268 	56590
113 202 	121510
153 269 	-14783
113 203 	-51769
153 270 	61043
113 204 	21940
153 271 	-67478
113 205 	-95397
153 272 	-109123
113 206 	-14753
153 273 	-2016
113 207 	19044
153 274 	11495
113 208 	-12939
153 275 	-30527
113 209 	-18049
153 276 	-47996
113 210 	-55201
153 277 	-76558
113 211 	-106126
153 278 	12197
113 212 	-22016
153 279 	8741
113 213 	-47760
153 280 	-5294
113 214 	-87808
153 281 	61599
113 215 	-72952
153 282 	10455
113 216 	6098
153 283 	16448
113 217 	147038
153 284 	37971
113 218 	-14538
153 285 	-81094
113 219 	-34458
153 286 	68171
113 220 	65175
153 287 	23557
113 221 	-38075
153 288 	-61504
113 222 	-101749
153 289 	-25341
113 223 	-72431
153 290 	-44515
113 224 	-55196
153 291 	-9282
113 225 	-107603
153 292 	-103511
113 226 	-5352
153 293 	-48384
113 227 	22549
153 294 	24259
113 228 	-58845
153 295 	53036
113 229 	-17839
153 296 	29482
113 230 	15337
153 297 	99790
113 231 	-24031
153 298 	-64161
113 232 	50109
153 299 	-68197
113 233 	176272
153 300 	-7180
113 234 	-56003
153 301 	-152741
113 235 	16725
153 302 	37417
113 236 	-25393
153 303 	62970
113 237 	-38945
153 304 	53669
113 238 	-44613
153 305 	-55831
113 239 	-46088
153 306 	60031
113 240 	-69122
153 307 	66511
113 241 	-27744
153 308 	-58248
113 242 	-18753
153 309 	2948
113 243 	-67109
153 310 	-7976
113 244 	-106927
153 311 	61495
113 245 	20923
153 312 	5488
113 246 	35201
153 313 	1757
113 247 	66430
153 314 	40063
153 315 	-17895
113 248 	-108092
153 316 	69761
113 249 	-22046
153 317 	-110041
113 250 	-23499
153 318 	-22626
113 251 	23592
153 319 	33266
113 252 	-116598
113 253 	19211
153 320 	70076
113 254 	18515
153 321 	70867
113 255 	100255
153 322 	21856
153 323 	-42663
113 256 	-212432
153 324 	59407
113 257 	111800
153 325 	8995
113 258 	-100304
153 326 	59425
113 259 	-29291
153 327 	-27562
113 260 	2623
153 328 	119689
113 261 	20422
153 329 	-51886
113 262 	10978
153 330 	-35718
113 263 	126205
153 331 	-44873
113 264 	-160323
153 332 	-44907
113 265 	38830
153 333 	-10554
113 266 	-12685
153 334 	-24795
113 267 	-54491
153 335 	159593
113 268 	50055
153 336 	1521
113 269 	55945
153 337 	-114190
113 270 	-29832
153 338 	71411
113 271 	-2905
153 339 	17941
113 272 	-74899
153 340 	7327
113 273 	116585
153 341 	13281
113 274 	46444
153 342 	68400
113 275 	-34849
153 343 	-206886
113 276 	4373
153 344 	48124
113 277 	-61395
153 345 	-64811
113 278 	-10674
153 346 	-24446
113 279 	-68509
153 347 	-92917
113 280 	-52081
153 348 	86609
113 281 	-13568
153 349 	-6772
113 282 	-44790
153 350 	-151823
113 283 	-87850
153 351 	34169
113 284 	56063
153 352 	28783
113 285 	-115755
153 353 	-43086
113 286 	15344
153 354 	-24120
113 287 	-6705
153 355 	-68874
113 288 	-8989
153 356 	118819
113 289 	70445
153 357 	68515
113 290 	-34049
153 358 	52081
113 291 	-145343
153 359 	57042
113 292 	-20673
153 360 	-50726
113 293 	-37099
153 361 	94828
113 294 	49003
153 362 	-85448
113 295 	112896
153 363 	-27824
113 296 	-6342
153 364 	51387
113 297 	-23335
153 365 	42910
113 298 	-73432
153 366 	-60672
113 299 	106414
153 367 	26746
113 300 	215461
153 368 	121932
113 301 	-33273
153 369 	8628
113 302 	20954
153 370 	-63088
113 303 	21093
153 371 	7207
154 194 	-510
154 195 	41374
154 196 	-131516
154 197 	-481
154 198 	-16032
154 199 	15919
154 200 	28798
154 201 	-162920
154 202 	-43763
154 203 	-46602
154 204 	-51884
154 205 	-6253
154 206 	-45839
154 207 	55943
154 208 	-13022
154 209 	-59705
154 210 	-36991
154 211 	-71308
154 212 	86475
154 213 	-63296
154 214 	-18767
154 215 	53530
154 216 	-92676
154 217 	32259
154 218 	-7426
154 219 	-68836
154 220 	-67966
154 221 	-105956
154 222 	3650
154 223 	155671
154 224 	202842
154 225 	-116611
154 226 	5595
154 227 	54324
154 228 	-36087
154 229 	-10400
154 230 	-18504
154 231 	85437
154 232 	-105383
154 233 	-86681
154 234 	-9073
154 235 	-29554
154 236 	105854
154 237 	41166
154 238 	57323
154 239 	114990
154 240 	-86382
154 241 	-91535
154 242 	-27349
154 243 	-21278
154 244 	-81170
154 245 	169755
154 246 	104654
154 247 	-136214
154 248 	-138370
154 249 	57041
154 250 	57642
154 251 	-76136
154 252 	-180835
154 253 	12875
154 254 	3287
154 255 	-30512
154 256 	6325
154 257 	68228
154 258 	-6418
154 259 	-85430
154 260 	12967
154 261 	77826
154 262 	-92804
154 263 	60735
154 264 	54104
154 265 	-90972
154 266 	-46023
154 267 	-78365
154 268 	-93815
154 269 	58009
154 270 	33977
154 271 	-19973
154 272 	-66668
154 273 	37092
154 274 	20558
154 275 	53335
154 276 	-12847
154 277 	21385
154 278 	8688
